player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid
Konstantinos Tzolakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,0.0,0.0,5.0,100.0,0.6,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473284,gw2711y9bgq4w80ntfqvv88a
Kostas Tsimikas,214285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kostas,Tsimikas,1996-05-12,30.31,14.0,21.0,Defender,Full Back,214285,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,214285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kostas,Tsimikas,1996-05-12,30.31,14.0,21.0,Defender,Full Back,214285,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,214285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kostas,Tsimikas,1996-05-12,30.31,14.0,21.0,Defender,Full Back,214285,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,214285,214285
Kristoffer Ajer,191866.0,1.0,90.0,0.0,0.11,-0.11,1.0,1.0,0.0,0.11,Kristoffer,Ajer,1998-04-17,28.38,94.0,20.0,Defender,Central Defender,32bvxwhceid2xdcfx6cd8a8d1,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,8.0,76.783,3.0,34.125,0.0,0.0,0.0,0.0,9.598,11.375,2.0,2.0,3.0,0.0,6.0,5.0,3.0,60.0,6.0,6.0,100.0,,,,,,,,,,191866.0,90.0,1.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,Kristoffer,Ajer,1998-04-17,28.38,94.0,20.0,Defender,Central Defender,32bvxwhceid2xdcfx6cd8a8d1,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,191866.0,90.0,1.0,34.0,28.0,82.35,7.0,5.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,Kristoffer,Ajer,1998-04-17,28.38,94.0,20.0,Defender,Central Defender,32bvxwhceid2xdcfx6cd8a8d1,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,191866,32bvxwhceid2xdcfx6cd8a8d1
Lamare Bogarde,515597.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lamare,Bogarde,2004-01-05,22.66,7.0,26.0,Midfielder,Central Defender,9jj7t00bb5zflz78nlz3bvllg,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,,,,,,,,,,515597.0,16.0,1.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,Lamare,Bogarde,2004-01-05,22.66,7.0,26.0,Midfielder,Central Defender,9jj7t00bb5zflz78nlz3bvllg,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,515597.0,16.0,1.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Lamare,Bogarde,2004-01-05,22.66,7.0,26.0,Midfielder,Central Defender,9jj7t00bb5zflz78nlz3bvllg,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,515597,9jj7t00bb5zflz78nlz3bvllg
Leif Davis,455084.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leif,Davis,1999-12-31,26.67,40.0,3.0,Defender,Full Back,a9352zsh3xr7rcxs0jmho7o8a,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,7.0,80.176,3.0,31.08,0.0,0.0,0.0,0.0,11.454,10.36,0.0,1.0,4.0,1.0,5.0,2.0,1.0,50.0,2.0,2.0,100.0,,,,,,,,,,455084.0,90.0,1.0,0.0,0.0,0.0,0.0,0.012,0.011,0.0,0.0,Leif,Davis,1999-12-31,26.67,40.0,3.0,Defender,Full Back,a9352zsh3xr7rcxs0jmho7o8a,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,455084.0,90.0,1.0,31.0,25.0,80.65,9.0,8.0,88.89,2.0,0.0,0.0,0.0,0.0,0.0,Leif,Davis,1999-12-31,26.67,40.0,3.0,Defender,Full Back,a9352zsh3xr7rcxs0jmho7o8a,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,455084,a9352zsh3xr7rcxs0jmho7o8a
Leny Yoro,550864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leny,Yoro,2005-11-13,20.8,1.0,15.0,Defender,Central Defender,550864,6eqit8ye8aomdsrrq0hk3v7gh,Manchester United FC,Manchester United,Man Utd,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,550864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leny,Yoro,2005-11-13,20.8,1.0,15.0,Defender,Central Defender,550864,6eqit8ye8aomdsrrq0hk3v7gh,Manchester United FC,Manchester United,Man Utd,MUN,550864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leny,Yoro,2005-11-13,20.8,1.0,15.0,Defender,Central Defender,550864,6eqit8ye8aomdsrrq0hk3v7gh,Manchester United FC,Manchester United,Man Utd,MUN,550864,550864
Leo Shahar,553746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leo,Shahar,2007-03-18,19.46,4.0,51.0,Defender,Full Back,553746,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,553746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leo,Shahar,2007-03-18,19.46,4.0,51.0,Defender,Full Back,553746,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,553746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leo,Shahar,2007-03-18,19.46,4.0,51.0,Defender,Full Back,553746,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,553746,553746
Levi Colwill,460028.0,1.0,90.0,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,Levi,Colwill,2003-02-26,23.52,8.0,6.0,Defender,Central Defender,573hlc6devy50gjotyav9ql4a,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,6.0,39.386,2.0,17.43,0.0,0.0,0.0,0.0,6.564,8.715,2.0,0.0,3.0,0.0,2.0,5.0,4.0,80.0,1.0,0.0,0.0,,,,,,,,,,460028.0,90.0,1.0,0.0,0.0,0.0,0.0,0.029,0.028,0.0,0.0,Levi,Colwill,2003-02-26,23.52,8.0,6.0,Defender,Central Defender,573hlc6devy50gjotyav9ql4a,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,460028.0,90.0,1.0,30.0,28.0,93.33,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Levi,Colwill,2003-02-26,23.52,8.0,6.0,Defender,Central Defender,573hlc6devy50gjotyav9ql4a,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,460028,573hlc6devy50gjotyav9ql4a
Lewie Coyle,193278.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewie,Coyle,1995-10-15,30.89,88.0,2.0,Defender,Full Back,3oye5gz9f1wsjihq9ygx4doet,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,9.0,72.186,6.0,39.375,0.0,0.0,1.0,0.0,8.021,6.562,1.0,0.0,3.0,0.0,1.0,4.0,3.0,75.0,3.0,1.0,33.333,,,,,,,,,,193278.0,70.0,1.0,1.0,1.0,5.0,0.0,0.007,0.007,0.0,0.0,Lewie,Coyle,1995-10-15,30.89,88.0,2.0,Defender,Full Back,3oye5gz9f1wsjihq9ygx4doet,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,193278.0,70.0,1.0,21.0,17.0,80.95,7.0,5.0,71.43,2.0,0.0,0.0,0.0,0.0,0.0,Lewie,Coyle,1995-10-15,30.89,88.0,2.0,Defender,Full Back,3oye5gz9f1wsjihq9ygx4doet,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,193278,3oye5gz9f1wsjihq9ygx4doet
Lewis Cook,155408.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis,Cook,1997-02-03,29.58,91.0,4.0,Midfielder,Central Midfielder,djelmk2oafas355n2u0d1bumt,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,3.0,24.972,0.0,3.57,0.0,0.0,0.0,0.0,8.324,0.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,25.0,2.0,1.0,50.0,,,,,,,,,,155408.0,75.0,1.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,Lewis,Cook,1997-02-03,29.58,91.0,4.0,Midfielder,Central Midfielder,djelmk2oafas355n2u0d1bumt,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,155408.0,75.0,1.0,27.0,21.0,77.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis,Cook,1997-02-03,29.58,91.0,4.0,Midfielder,Central Midfielder,djelmk2oafas355n2u0d1bumt,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,155408,djelmk2oafas355n2u0d1bumt
Lewis Dunk,83299.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis,Dunk,1991-11-21,34.79,36.0,5.0,Defender,Central Defender,jagvvzc7329tf2c64mnc251,e5p0ehyguld7egzhiedpdnc3w,Brighton & Hove Albion FC,Brighton & Hove Albion,Brighton,BHA,20.0,213.148,13.0,140.28,0.0,0.0,0.0,0.0,10.657,10.791,1.0,1.0,2.0,0.0,0.0,3.0,1.0,33.333,3.0,2.0,66.667,,,,,,,,,,83299.0,90.0,1.0,0.0,0.0,0.0,0.0,0.039,0.039,0.0,0.0,Lewis,Dunk,1991-11-21,34.79,36.0,5.0,Defender,Central Defender,jagvvzc7329tf2c64mnc251,e5p0ehyguld7egzhiedpdnc3w,Brighton & Hove Albion FC,Brighton & Hove Albion,Brighton,BHA,83299.0,90.0,1.0,114.0,109.0,95.61,32.0,28.0,87.5,1.0,0.0,0.0,0.0,0.0,0.0,Lewis,Dunk,1991-11-21,34.79,36.0,5.0,Defender,Central Defender,jagvvzc7329tf2c64mnc251,e5p0ehyguld7egzhiedpdnc3w,Brighton & Hove Albion FC,Brighton & Hove Albion,Brighton,BHA,83299,jagvvzc7329tf2c64mnc251
Lewis Hall,487838.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis,Hall,2004-09-08,21.98,4.0,3.0,Defender,Full Back,8i46yzejeiwdmz0tywmy42o2y,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,8.0,130.439,5.0,58.17,0.0,0.0,0.0,0.0,16.305,11.634,5.0,2.0,8.0,1.0,3.0,9.0,5.0,55.556,0.0,0.0,0.0,,,,,,,,,,487838.0,90.0,1.0,1.0,1.0,4.35,0.0,0.35,0.343,0.0,0.0,Lewis,Hall,2004-09-08,21.98,4.0,3.0,Defender,Full Back,8i46yzejeiwdmz0tywmy42o2y,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,487838.0,90.0,1.0,24.0,17.0,70.83,7.0,4.0,57.14,1.0,1.0,100.0,0.0,0.0,0.0,Lewis,Hall,2004-09-08,21.98,4.0,3.0,Defender,Full Back,8i46yzejeiwdmz0tywmy42o2y,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,487838,8i46yzejeiwdmz0tywmy42o2y
Lewis Koumas,514514.0,1.0,12.0,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,Lewis,Koumas,2005-09-19,20.95,14.0,67.0,Forward,0,bsnrrlvlht03c86wvaok0uuj8,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,2.0,66.276,2.0,63.63,1.0,0.0,0.0,0.0,33.138,31.815,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,,,,,,,,,,514514.0,12.0,1.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,Lewis,Koumas,2005-09-19,20.95,14.0,67.0,Forward,0,bsnrrlvlht03c86wvaok0uuj8,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,514514.0,12.0,1.0,3.0,2.0,66.67,3.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Lewis,Koumas,2005-09-19,20.95,14.0,67.0,Forward,0,bsnrrlvlht03c86wvaok0uuj8,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,514514,bsnrrlvlht03c86wvaok0uuj8
Lewis Miley,547719.0,1.0,76.0,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,Lewis,Miley,2006-05-01,20.34,4.0,67.0,Midfielder,0,552xyc766gp97a5zu8tcx4xzo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,5.0,41.196,2.0,13.965,0.0,0.0,0.0,0.0,8.239,6.982,1.0,1.0,6.0,1.0,4.0,4.0,3.0,75.0,3.0,2.0,66.667,,,,,,,,,,547719.0,76.0,1.0,2.0,2.0,6.06,0.0,0.009,0.008,0.0,0.0,Lewis,Miley,2006-05-01,20.34,4.0,67.0,Midfielder,0,552xyc766gp97a5zu8tcx4xzo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,547719.0,76.0,1.0,36.0,30.0,83.33,8.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis,Miley,2006-05-01,20.34,4.0,67.0,Midfielder,0,552xyc766gp97a5zu8tcx4xzo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,547719,552xyc766gp97a5zu8tcx4xzo
Liam Kitching,436761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liam,Kitching,1999-09-25,26.94,9.0,15.0,Defender,Central Defender,436761,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,436761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liam,Kitching,1999-09-25,26.94,9.0,15.0,Defender,Central Defender,436761,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,436761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liam,Kitching,1999-09-25,26.94,9.0,15.0,Defender,Central Defender,436761,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,436761,436761
Liam Millar,232905.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liam,Millar,1999-09-27,26.93,88.0,7.0,Forward,Winger,11brjfbwv1v5jvz5rleiob5k9,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,3.0,64.539,2.0,53.97,0.0,0.0,0.0,0.0,21.513,26.985,1.0,0.0,1.0,0.0,1.0,4.0,2.0,50.0,1.0,0.0,0.0,,,,,,,,,,232905.0,19.0,1.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,Liam,Millar,1999-09-27,26.93,88.0,7.0,Forward,Winger,11brjfbwv1v5jvz5rleiob5k9,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,232905.0,19.0,1.0,3.0,2.0,66.67,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Liam,Millar,1999-09-27,26.93,88.0,7.0,Forward,Winger,11brjfbwv1v5jvz5rleiob5k9,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,232905,11brjfbwv1v5jvz5rleiob5k9
Lisandro Martínez,221820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lisandro,Martínez,1998-01-18,28.62,1.0,6.0,Defender,Central Defender,221820,6eqit8ye8aomdsrrq0hk3v7gh,Manchester United FC,Manchester United,Man Utd,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,221820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lisandro,Martínez,1998-01-18,28.62,1.0,6.0,Defender,Central Defender,221820,6eqit8ye8aomdsrrq0hk3v7gh,Manchester United FC,Manchester United,Man Utd,MUN,221820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lisandro,Martínez,1998-01-18,28.62,1.0,6.0,Defender,Central Defender,221820,6eqit8ye8aomdsrrq0hk3v7gh,Manchester United FC,Manchester United,Man Utd,MUN,221820,221820
Loum Tchaouna,469272.0,1.0,82.0,0.0,0.04,-0.04,2.0,0.0,0.0,0.02,Loum,Tchaouna,2003-09-08,22.98,9.0,18.0,Forward,0,97nqu0mjr4ulkoiqn3y6nsmzu,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,8.0,113.584,5.0,56.595,1.0,0.0,0.0,0.0,14.198,11.319,0.0,0.0,5.0,0.0,3.0,7.0,3.0,42.857,2.0,1.0,50.0,,,,,,,,,,469272.0,82.0,1.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.0,Loum,Tchaouna,2003-09-08,22.98,9.0,18.0,Forward,0,97nqu0mjr4ulkoiqn3y6nsmzu,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,469272.0,82.0,1.0,30.0,22.0,73.33,16.0,10.0,62.5,2.0,0.0,0.0,0.0,0.0,0.0,Loum,Tchaouna,2003-09-08,22.98,9.0,18.0,Forward,0,97nqu0mjr4ulkoiqn3y6nsmzu,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,469272,97nqu0mjr4ulkoiqn3y6nsmzu
Luc De Fougerolles,547686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luc,De Fougerolles,2005-10-12,20.89,54.0,44.0,Defender,Full Back,547686,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,547686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luc,De Fougerolles,2005-10-12,20.89,54.0,44.0,Defender,Full Back,547686,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,547686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luc,De Fougerolles,2005-10-12,20.89,54.0,44.0,Defender,Full Back,547686,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,547686,547686
Luca Netz,470315.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca,Netz,2003-05-15,23.3,17.0,25.0,Defender,Full Back,22zaq3o78o5feeogqdsvig02y,1qtaiy11gswx327s0vkibf70n,Nottingham Forest FC,Nottingham Forest,Forest,NFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,470315.0,16.0,1.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,Luca,Netz,2003-05-15,23.3,17.0,25.0,Defender,Full Back,22zaq3o78o5feeogqdsvig02y,1qtaiy11gswx327s0vkibf70n,Nottingham Forest FC,Nottingham Forest,Forest,NFO,470315.0,16.0,1.0,9.0,7.0,77.78,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca,Netz,2003-05-15,23.3,17.0,25.0,Defender,Full Back,22zaq3o78o5feeogqdsvig02y,1qtaiy11gswx327s0vkibf70n,Nottingham Forest FC,Nottingham Forest,Forest,NFO,470315,22zaq3o78o5feeogqdsvig02y
Luca Williams-Barnett,611917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca,Williams-Barnett,2008-10-01,17.92,6.0,68.0,Midfielder,Attacking Midfielder,611917,22doj4sgsocqpxw45h607udje,Tottenham Hotspur FC,Tottenham Hotspur,Spurs,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,611917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca,Williams-Barnett,2008-10-01,17.92,6.0,68.0,Midfielder,Attacking Midfielder,611917,22doj4sgsocqpxw45h607udje,Tottenham Hotspur FC,Tottenham Hotspur,Spurs,TOT,611917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca,Williams-Barnett,2008-10-01,17.92,6.0,68.0,Midfielder,Attacking Midfielder,611917,22doj4sgsocqpxw45h607udje,Tottenham Hotspur FC,Tottenham Hotspur,Spurs,TOT,611917,611917
Lucas Bergvall,570526.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas,Bergvall,2006-02-02,20.58,6.0,15.0,Midfielder,Central Midfielder,7pk2vyumro8ku45aar5dw7dw4,22doj4sgsocqpxw45h607udje,Tottenham Hotspur FC,Tottenham Hotspur,Spurs,TOT,6.0,80.846,5.0,71.61,0.0,0.0,0.0,0.0,13.474,14.322,1.0,0.0,7.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,,,,,,,,,,570526.0,45.0,1.0,0.0,0.0,0.0,0.0,0.012,0.012,0.0,0.0,Lucas,Bergvall,2006-02-02,20.58,6.0,15.0,Midfielder,Central Midfielder,7pk2vyumro8ku45aar5dw7dw4,22doj4sgsocqpxw45h607udje,Tottenham Hotspur FC,Tottenham Hotspur,Spurs,TOT,570526.0,45.0,1.0,20.0,18.0,90.0,7.0,5.0,71.43,1.0,0.0,0.0,0.0,0.0,0.0,Lucas,Bergvall,2006-02-02,20.58,6.0,15.0,Midfielder,Central Midfielder,7pk2vyumro8ku45aar5dw7dw4,22doj4sgsocqpxw45h607udje,Tottenham Hotspur FC,Tottenham Hotspur,Spurs,TOT,570526,7pk2vyumro8ku45aar5dw7dw4
Lucas Gourna-Douath,469266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas,Gourna-Douath,2003-08-05,23.08,88.0,29.0,Midfielder,Defensive Midfielder,469266,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,469266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas,Gourna-Douath,2003-08-05,23.08,88.0,29.0,Midfielder,Defensive Midfielder,469266,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,469266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas,Gourna-Douath,2003-08-05,23.08,88.0,29.0,Midfielder,Defensive Midfielder,469266,f0figafm2v9h8ofo6slajj7xf,Hull City AFC,Hull City,Hull,HUL,469266,469266
