canonical_id,name,team,opta_id,whoscored_id,fotmob_id,has_fotmob,has_whoscored,goals,xg,shots,shots_on_target,np_xg,assists,xa,chances_created,passes,successful_passes,tackles,interceptions,recoveries,blocks,clearances,ground_duels,ground_duels_won,aerial_duels,aerial_duels_won,fouls_commited,pens_conceded,offsides,goals_conceded,saves_made,goals_prevented,xgot_conceded,np_goals,np_shots,np_shots_on_target,ogs,goals_vs_xg,shot_conv,xg_per_shot,np_goals_vs_xg,np_shot_conv,np_xg_per_shot,pass_perc,ground_duel_perc,aerial_duel_perc,chances_per_100_pass,save_perc,goals_prevented_rate,yellows,reds,through_balls,successful_through_balls,op_crosses,successful_op_crosses,op_chances_created,op_assists,through_ball_perc,cross_perc,chances_sp_op_ratio,total_final_third_passes,successful_final_third_passes,ft_pass_perc,carries_STILL_COMBINED_R1R2,carry_distance_STILL_COMBINED_R1R2,progressive_carries_STILL_COMBINED_R1R2,progressive_distance_STILL_COMBINED_R1R2,shot_ending_STILL_COMBINED_R1R2,goal_ending_STILL_COMBINED_R1R2,chance_ending_STILL_COMBINED_R1R2,assist_ending_STILL_COMBINED_R1R2,dist_per_carry_STILL_COMBINED_R1R2,dist_per_progressive_carry_STILL_COMBINED_R1R2,op_xa_STILL_COMBINED_R1R2
168580,Ayoze Pérez,Villarreal,168580,135366,479020,True,True,0.0,0.13,2.0,1.0,0.13,0.0,0.01,1.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-0.13,0.0,0.065,-0.13,0.0,0.065,100.0,50.0,0.0,14.285714285714285,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,2.0,2.0,100.0,14.0,147.849,8.0,103.32,1.0,0.0,1.0,0.0,10.561,12.915,0.037
new_2026_76,Aïssa Mandi,Levante,86813,90115,210683,True,True,0.0,0.05,1.0,0.0,0.05,0.0,0.01,0.0,66.0,61.0,2.0,2.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,0.0,0.05,-0.05,0.0,0.05,92.42424242424242,100.0,100.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,2.0,40.0,29.0,247.427,17.0,162.015,0.0,0.0,0.0,0.0,8.532,9.53,0.019
new_2026_139,Bernardo Silva,Real Madrid,165809,136741,488139,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,71.0,63.0,4.0,3.0,5.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,88.73239436619718,55.55555555555556,,1.4084507042253522,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,6.0,5.0,83.33333333333334,27.0,288.219,15.0,119.07,0.0,0.0,0.0,0.0,10.675,7.938,0.162
new_2026_4,Beñat Gerenabarrena,Athletic Club,631990,536243,1425173,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,10.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,100.0,,,10.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,100.0,0.0,1.0,1.0,100.0,10.0,95.019,4.0,4.62,0.0,0.0,0.0,0.0,9.502,1.155,0.018
488026,Beñat Turrientes,Real Sociedad,488026,407138,1210647,True,True,0.0,0.02,1.0,1.0,0.02,0.0,0.05,1.0,73.0,72.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.02,0.0,0.02,-0.02,0.0,0.02,98.63013698630137,50.0,,1.36986301369863,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,5.0,5.0,100.0,21.0,192.302,10.0,110.985,0.0,0.0,0.0,0.0,9.157,11.098,0.067
202044,Borja Iglesias,Celta Vigo,202044,,609505,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199248,Borja Mayoral,Getafe,199248,278721,635772,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216183,Brahim Díaz,Real Madrid,216183,317541,750027,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,100.0,100.0,,8.333333333333332,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,,,,4.0,67.431,4.0,61.95,0.0,0.0,0.0,0.0,16.858,15.488,0.004
new_2026_17,Brian Fariñas,Barcelona,499314,,1821727,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633425,Buba Sangaré,Elche,633425,510360,1583872,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,44.0,41.0,2.0,1.0,2.0,0.0,4.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,93.18181818181817,28.57142857142857,100.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,100.0,17.0,241.889,8.0,91.77,0.0,0.0,0.0,0.0,14.229,11.471,0.029
new_2026_56,Cala,Espanyol,568812,468761,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,3.0,1.0,33.33333333333333,17.0,159.78,9.0,66.045,1.0,0.0,0.0,0.0,9.399,7.338,0.112
174249,Carl Starfelt,Celta Vigo,174249,378626,497662,True,True,0.0,0.03,1.0,0.0,0.03,0.0,0.01,0.0,21.0,21.0,1.0,0.0,2.0,0.0,4.0,3.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03,0.0,0.03,-0.03,0.0,0.03,100.0,66.66666666666666,50.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179271,Carles Aleñá,Alaves,179271,303268,637756,True,True,0.0,0.02,1.0,1.0,0.02,0.0,0.01,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.02,0.0,0.02,-0.02,0.0,0.02,100.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,5.0,43.376,3.0,26.565,0.0,0.0,0.0,0.0,8.675,8.855,0.016
645745,Carlos Espí,Levante,645745,516341,1610744,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,7.341,0.0,-5.145,0.0,0.0,0.0,0.0,7.341,0.0,0.037
710081,Carlos Maciá,Villarreal,710081,603190,1841906,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,28.0,27.0,3.0,1.0,3.0,0.0,3.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,96.42857142857143,37.5,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,4.0,100.0,6.0,42.292,1.0,12.075,0.0,0.0,0.0,0.0,7.049,12.075,0.017
531219,Carlos Martín,Rayo Vallecano,531219,427360,1282015,True,True,0.0,0.07,2.0,0.0,0.07,0.0,0.07,0.0,20.0,15.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.07,0.0,0.035,-0.07,0.0,0.035,75.0,0.0,33.33333333333333,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,4.0,2.0,50.0,2.0,18.097,1.0,14.07,1.0,0.0,0.0,0.0,9.048,14.07,0.069
244707,Carlos Protesoni,Alaves,244707,,799914,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588993,Carlos Romero,Espanyol,588993,468931,1395964,True,True,0.0,0.02,1.0,0.0,0.02,0.0,0.1,0.0,53.0,50.0,3.0,0.0,6.0,0.0,3.0,15.0,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.02,0.0,0.02,-0.02,0.0,0.02,94.33962264150944,73.33333333333333,50.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,4.0,4.0,100.0,34.0,343.319,17.0,186.48,1.0,0.0,0.0,0.0,10.098,10.969,0.126
224860,Carlos Soler,Real Sociedad,224860,313542,708890,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,23.0,21.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,91.30434782608695,75.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,5.0,4.0,80.0,12.0,90.918,4.0,31.815,0.0,0.0,0.0,0.0,7.576,7.954,0.043
494921,Carlos Álvarez,Levante,494921,406937,1209980,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,14.0,12.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,85.71428571428571,50.0,,7.142857142857142,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,1.0,100.0,7.0,106.829,6.0,80.115,0.0,0.0,1.0,0.0,15.261,13.352,0.014
new_2026_159,Cheikh Thiam,Villarreal,696086,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250437,Chidera Ejuke,Sevilla,250437,337022,837270,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,7.0,142.22,6.0,125.475,1.0,1.0,0.0,0.0,20.317,20.912,0.0
514968,Clemens Riedel,Espanyol,514968,419935,1279557,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,74.0,60.0,1.0,0.0,1.0,0.0,6.0,5.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,81.08108108108108,20.0,75.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,4.0,50.0,13.0,130.442,5.0,78.54,0.0,0.0,0.0,0.0,10.034,15.708,0.016
709993,Cubo,Atletico Madrid,709993,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244716,Cucho Hernández,Real Betis,244716,362501,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,2.0,0.0,0.0,13.0,96.876,4.0,12.39,1.0,0.0,1.0,0.0,7.452,3.098,0.175
new_2026_66,Curro Burgos,Getafe,675560,,1691462,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492898,César Tárrega,Valencia,492898,427831,1311985,True,True,0.0,0.12,2.0,0.0,0.12,0.0,0.02,0.0,54.0,49.0,1.0,0.0,3.0,1.0,5.0,5.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.12,0.0,0.06,-0.12,0.0,0.06,90.74074074074075,40.0,75.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,3.0,100.0,23.0,195.203,6.0,24.255,0.0,0.0,0.0,0.0,8.487,4.042,0.036
491436,Dani Cárdenas,Rayo Vallecano,491436,386261,1041445,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593193,Dani Martinez,Atletico Madrid,593193,498163,1531100,True,True,0.0,0.22,1.0,0.0,0.22,0.0,0.03,0.0,55.0,47.0,2.0,0.0,8.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22,0.0,0.22,-0.22,0.0,0.22,85.45454545454545,46.15384615384615,,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,8.0,3.0,37.5,10.0,77.02,5.0,6.93,0.0,0.0,0.0,0.0,7.702,1.386,0.025
179370,Dani Olmo,Barcelona,179370,261212,614834,True,True,0.0,0.02,1.0,1.0,0.02,0.0,0.21,1.0,20.0,19.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.02,0.0,0.02,-0.02,0.0,0.02,95.0,100.0,,5.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,100.0,0.0,,,,2.0,27.461,2.0,26.985,0.0,0.0,0.0,0.0,13.73,13.492,0.006
240071,Dani Raba,Valencia,240071,,784246,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_2026_77,Dani Requena,Levante,621306,,1481503,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442299,David Affengruber,Elche,442299,423282,1073980,True,True,0.0,0.13,2.0,0.0,0.13,0.0,0.01,0.0,88.0,83.0,2.0,0.0,6.0,1.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.13,0.0,0.065,-0.13,0.0,0.065,94.31818181818183,83.33333333333334,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,3.0,50.0,26.0,272.492,9.0,66.465,0.0,0.0,0.0,0.0,10.48,7.385,0.014
576682,David Otorbi,Valencia,576682,510999,1600732,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,100.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,100.0,5.0,56.522,5.0,45.36,0.0,0.0,0.0,0.0,11.304,9.072,0.002
175204,David Soria,Getafe,175204,243262,581919,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,30.0,16.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,-0.65,2.35,0.0,0.0,0.0,0.0,0.0,,,0.0,,,53.333333333333336,,,0.0,62.5,-0.2765957446808511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,5.0,50.0,,,,,,,,,,,
700202,Davinchi,Getafe,700202,568737,1676086,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,9.0,5.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,55.55555555555556,66.66666666666666,0.0,11.11111111111111,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.0,43.299,4.0,42.105,0.0,0.0,0.0,0.0,10.825,10.526,0.03
554605,Dean Huijsen,Real Madrid,554605,468852,1367619,True,True,0.0,0.05,2.0,0.0,0.05,0.0,0.02,0.0,72.0,69.0,1.0,1.0,4.0,0.0,11.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.05,0.0,0.025,-0.05,0.0,0.025,95.83333333333334,100.0,100.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,10.0,100.0,35.0,344.306,19.0,161.28,0.0,0.0,0.0,0.0,9.837,8.488,0.032
89572,Denis Suárez,Alaves,89572,106525,282281,True,True,0.0,0.37,1.0,1.0,0.37,0.0,0.14,3.0,26.0,18.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.37,0.0,0.37,-0.37,0.0,0.37,69.23076923076923,0.0,,11.538461538461538,,,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,50.0,0.0,6.0,2.0,33.33333333333333,30.0,347.499,19.0,179.865,0.0,0.0,1.0,0.0,11.583,9.467,0.262
new_2026_140,Denzel Dumfries,Real Madrid,199432,322153,593118,True,True,0.0,0.05,1.0,0.0,0.05,0.0,0.03,0.0,44.0,42.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,0.0,0.05,-0.05,0.0,0.05,95.45454545454545,50.0,,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,2.0,1.0,50.0,9.0,94.438,6.0,43.89,1.0,0.0,0.0,0.0,10.493,7.315,0.041
149915,Diego Llorente,Real Betis,149915,123232,420568,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,48.0,46.0,0.0,5.0,2.0,3.0,8.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,95.83333333333334,,50.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,6.0,57.463,4.0,37.17,0.0,0.0,0.0,0.0,9.577,9.292,0.005
171129,Diego Rico,Getafe,171129,,488718,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149838,Djené Dakonam,Getafe,149838,332990,421365,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,38.0,33.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,86.8421052631579,0.0,66.66666666666666,0.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,100.0,,9.0,5.0,55.55555555555556,21.0,169.632,7.0,64.155,0.0,0.0,0.0,0.0,8.078,9.165,0.051
235093,Dávid Hancko,Atletico Madrid,235093,362779,727897,True,True,0.0,0.07,3.0,0.0,0.07,1.0,0.21,1.0,95.0,91.0,3.0,2.0,5.0,0.0,2.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.07,0.0,0.023333333333333334,-0.07,0.0,0.023333333333333334,95.78947368421052,83.33333333333334,100.0,1.0526315789473684,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,18.0,16.0,88.88888888888889,30.0,250.247,13.0,143.535,0.0,0.0,0.0,0.0,8.342,11.041,0.251
new_2026_67,Ebrahima Drammeh,Getafe,748228,,2110934,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592810,Edu Altozano,Sevilla,592810,,1793858,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420909,Edu Expósito,Espanyol,420909,335696,837089,True,True,0.0,0.11,3.0,0.0,0.11,0.0,0.04,1.0,51.0,47.0,2.0,0.0,8.0,0.0,1.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.11,0.0,0.03666666666666667,-0.11,0.0,0.03666666666666667,92.15686274509804,40.0,0.0,1.9607843137254901,,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,5.0,3.0,60.0,20.0,220.791,8.0,117.81,1.0,0.0,0.0,0.0,11.04,14.726,0.077
475561,Eduardo Camavinga,Real Madrid,475561,369109,1015185,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,18.0,17.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,94.44444444444444,0.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,10.0,139.238,5.0,59.22,0.0,0.0,0.0,0.0,13.924,11.844,0.018
new_2026_68,Enes Ünal,Getafe,168636,134695,464486,True,True,0.0,0.09,1.0,0.0,0.09,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.09,0.0,0.09,-0.09,0.0,0.09,64.70588235294117,0.0,80.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,6.0,66.014,5.0,45.045,1.0,0.0,0.0,0.0,11.002,9.009,0.01
new_2026_78,Enzo Bardeli,Levante,492841,467181,1332540,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,22.0,18.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,81.81818181818183,50.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1.0,50.0,20.0,214.709,9.0,52.08,0.0,0.0,2.0,0.0,10.735,5.787,0.156
437677,Enzo Boyomo,Osasuna,437677,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432656,Eric García,Barcelona,432656,368091,940573,True,True,0.0,0.07,2.0,0.0,0.07,0.0,0.18,1.0,68.0,58.0,4.0,1.0,0.0,0.0,3.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.07,0.0,0.035,-0.07,0.0,0.035,85.29411764705883,57.14285714285714,66.66666666666666,1.4705882352941175,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,10.0,5.0,50.0,10.0,82.666,5.0,29.19,0.0,0.0,0.0,0.0,8.267,5.838,0.155
new_2026_47,Ezequiel Ponce,Elche,172845,137031,493216,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,6.0,48.447,3.0,12.81,0.0,0.0,1.0,0.0,8.074,4.27,0.045
